gamma,omega,M_m1,M_m2,M_m3,M_m4,Q
-345.0,-13000.0,12260263.169942932,-40948704.80185507,-40118360.736105554,-30141673.858056284,4194799796067198.0
-345.0,-12000.0,12310077.557391282,-40955964.40532368,-42191214.11700738,-28945144.94691579,4295310985035268.0
-345.0,-11000.0,12359891.94483963,-40963224.00879228,-44264067.49790922,-27748616.035775293,4407279084554845.0
-345.0,-10000.0,12409706.332287978,-40970483.612260886,-46336920.87881105,-26552087.1246348,4530704094625930.0
-345.0,-9000.0,12459520.719736328,-40977743.21572949,-48409774.259712875,-25355558.2134943,4665586015248521.0
-345.0,-8000.0,12509335.107184676,-40985002.819198094,-50482627.6406147,-24159029.302353807,4811924846422621.0
-345.0,-7000.0,12559149.494633026,-40992262.422666706,-52555481.02151653,-22962500.391213313,4969720588148229.0
-345.0,-6000.0,12608963.882081375,-40999522.02613531,-54628334.40241836,-21765971.48007282,5138973240425343.0
-345.0,-5000.0,12658778.269529724,-41006781.629603915,-56701187.78332019,-20569442.568932325,5319682803253965.0
-345.0,-4000.0,12708592.656978073,-41014041.23307252,-58774041.16422202,-19372913.65779183,5511849276634094.0
-345.0,-3000.0,12758407.044426423,-41021300.83654112,-60846894.545123845,-18176384.746651337,5715472660565731.0
-345.0,-2000.0,12808221.43187477,-41028560.44000973,-62919747.92602568,-16979855.83551084,5930552955048876.0
-345.0,-1000.0,12858035.81932312,-41035820.04347833,-64992601.30692751,-15783326.924370345,6157090160083528.0
-345.0,0.0,12907850.206771469,-41043079.64694694,-67065454.68782934,-14586798.01322985,6395084275669686.0
-345.0,1000.0,12957664.594219817,-41050339.25041554,-69138308.06873117,-13390269.102089357,6644535301807354.0
-345.0,2000.0,13007478.981668167,-41057598.853884146,-71211161.449633,-12193740.19094886,6905443238496528.0
-345.0,3000.0,13057293.369116515,-41064858.45735275,-73284014.83053483,-10997211.279808367,7177808085737209.0
-345.0,4000.0,13107107.756564865,-41072118.060821354,-75356868.21143666,-9800682.36866787,7461629843529398.0
-345.0,5000.0,13156922.144013213,-41079377.66428996,-77429721.59233849,-8604153.457527377,7756908511873094.0
-345.0,6000.0,13206736.531461563,-41086637.26775856,-79502574.97324032,-7407624.546386882,8063644090768297.0
-345.0,7000.0,13256550.918909911,-41093896.87122717,-81575428.35414214,-6211095.635246388,8381836580215009.0
-345.0,8000.0,13306365.306358261,-41101156.47469578,-83648281.73504397,-5014566.724105893,8711485980213228.0
-345.0,9000.0,13356179.69380661,-41108416.078164384,-85721135.1159458,-3818037.8129653987,9052592290762954.0
-345.0,10000.0,13405994.08125496,-41115675.68163299,-87793988.49684763,-2621508.9018249027,9405155511864188.0
-345.0,11000.0,13455808.468703307,-41122935.28510159,-89866841.87774946,-1424979.9906844087,9769175643516928.0
-345.0,12000.0,13505622.856151655,-41130194.8885702,-91939695.25865129,-228451.07954391278,1.0144652685721176e+16
-345.0,13000.0,13555437.243600005,-41137454.4920388,-94012548.63955313,968077.8315965813,1.0530649463788906e+16
-345.0,14000.0,13605251.631048353,-41144714.095507406,-96085402.02045494,2164606.7427370753,1.0925291979433492e+16
-345.0,15000.0,13655066.018496703,-41151973.69897601,-98158255.40135679,3361135.653877571,1.1328528042759202e+16
-345.0,16000.0,13704880.405945051,-41159233.302444614,-100231108.78225861,4557664.565018065,1.1740357653766026e+16
-345.0,17000.0,13754694.793393401,-41166492.90591322,-102303962.16316044,5754193.476158559,1.2160780812453968e+16
-345.0,18000.0,13804509.18084175,-41173752.50938182,-104376815.54406227,6950722.387299053,1.2589797518823026e+16
-345.0,19000.0,13854323.5682901,-41181012.11285043,-106449668.9249641,8147251.298439551,1.3027407772873202e+16
-345.0,20000.0,13904137.955738448,-41188271.71631903,-108522522.30586593,9343780.209580045,1.3473611574604494e+16
-345.0,21000.0,13953952.343186796,-41195531.31978764,-110595375.68676776,10540309.12072054,1.3928408924016904e+16
-345.0,22000.0,14003766.730635146,-41202790.92325625,-112668229.06766959,11736838.031861033,1.4391799821110434e+16
-345.0,23000.0,14053581.118083494,-41210050.52672485,-114741082.44857141,12933366.943001527,1.4863784265885078e+16
-345.0,24000.0,14103395.505531844,-41217310.13019346,-116813935.82947326,14129895.854142025,1.5344362258340844e+16
-345.0,25000.0,14153209.892980192,-41224569.73366206,-118886789.21037507,15326424.76528252,1.583353379847772e+16
-345.0,26000.0,14203024.280428542,-41231829.337130666,-120959642.59127691,16522953.676423013,1.633129888629572e+16
-345.0,27000.0,14252838.66787689,-41239088.94059927,-123032495.97217873,17719482.587563507,1.6837657521794832e+16
-345.0,28000.0,14302653.05532524,-41246348.544067875,-125105349.35308057,18916011.498704,1.7352609704975068e+16
-345.0,29000.0,14352467.442773588,-41253608.14753648,-127178202.73398238,20112540.4098445,1.7876155435836412e+16
-345.0,30000.0,14402281.830221936,-41260867.75100508,-129251056.11488423,21309069.320984993,1.8408294714378884e+16
-345.0,31000.0,14452096.217670286,-41268127.35447369,-131323909.49578606,22505598.232125487,1.8949027540602468e+16
-345.0,32000.0,14501910.605118636,-41275386.95794229,-133396762.87668788,23702127.14326598,1.949835391450717e+16
-345.0,33000.0,14551724.992566984,-41282646.5614109,-135469616.2575897,24898656.054406475,2.0056273836092984e+16
-345.0,34000.0,14601539.380015332,-41289906.1648795,-137542469.63849154,26095184.96554697,2.0622787305359924e+16
-345.0,35000.0,14651353.767463682,-41297165.768348105,-139615323.01939338,27291713.876687463,2.119789432230798e+16
-345.0,36000.0,14701168.15491203,-41304425.37181671,-141688176.4002952,28488242.787827957,2.1781594886937144e+16
-345.0,37000.0,14750982.54236038,-41311684.97528532,-143761029.78119704,29684771.69896846,2.237388899924744e+16
-345.0,38000.0,14800796.929808728,-41318944.578753926,-145833883.16209885,30881300.610108953,2.297477665923884e+16
-345.0,39000.0,14850611.317257078,-41326204.18222253,-147906736.5430007,32077829.521249447,2.358425786691137e+16
-345.0,40000.0,14900425.704705426,-41333463.785691135,-149979589.9239025,33274358.43238994,2.4202332622265e+16
-345.0,41000.0,14950240.092153776,-41340723.38915974,-152052443.30480435,34470887.34353043,2.4829000925299764e+16
-345.0,42000.0,15000054.479602125,-41347982.99262834,-154125296.68570617,35667416.25467093,2.546426277601563e+16
-345.0,43000.0,15049868.867050473,-41355242.59609695,-156198150.066608,36863945.16581142,2.6108118174412628e+16
-345.0,44000.0,15099683.254498823,-41362502.19956555,-158271003.44750983,38060474.07695192,2.6760567120490732e+16
-345.0,45000.0,15149497.64194717,-41369761.80303416,-160343856.82841167,39257002.98809241,2.7421609614249964e+16
-345.0,46000.0,15199312.02939552,-41377021.40650276,-162416710.20931348,40453531.89923291,2.8091245655690304e+16
-345.0,47000.0,15249126.416843869,-41384281.009971365,-164489563.59021533,41650060.810373396,2.876947524481177e+16
-345.0,48000.0,15298940.804292219,-41391540.61343997,-166562416.97111717,42846589.7215139,2.945629838161435e+16
-345.0,49000.0,15348755.191740567,-41398800.216908574,-168635270.35201898,44043118.6326544,3.015171506609804e+16
-345.0,50000.0,15398569.579188917,-41406059.82037718,-170708123.73292083,45239647.543794885,3.085572529826286e+16
-345.0,51000.0,15448383.966637265,-41413319.42384579,-172780977.11382264,46436176.45493539,3.1568329078108788e+16
-345.0,52000.0,15498198.354085613,-41420579.027314395,-174853830.49472448,47632705.36607587,3.2289526405635836e+16
-345.0,53000.0,15548012.741533963,-41427838.630783,-176926683.8756263,48829234.277216375,3.3019317280843996e+16
-345.0,54000.0,15597827.128982311,-41435098.2342516,-178999537.25652814,50025763.18835686,3.3757701703733284e+16
-345.0,55000.0,15647641.516430661,-41442357.83772021,-181072390.63742995,51222292.09949736,3.450467967430368e+16
-345.0,56000.0,15697455.90387901,-41449617.44118881,-183145244.0183318,52418821.01063785,3.5260251192555204e+16
-345.0,57000.0,15747270.29132736,-41456877.04465742,-185218097.3992336,53615349.92177835,3.602441625848783e+16
-345.0,58000.0,15797084.678775707,-41464136.64812602,-187290950.78013545,54811878.83291885,3.679717487210158e+16
-345.0,59000.0,15846899.066224057,-41471396.251594625,-189363804.16103727,56008407.74405934,3.7578527033396456e+16
-345.0,60000.0,15896713.453672405,-41478655.85506323,-191436657.5419391,57204936.65519984,3.836847274237244e+16
-345.0,61000.0,15946527.841120753,-41485915.458531834,-193509510.92284092,58401465.56634033,3.916701199902954e+16
-345.0,62000.0,15996342.228569103,-41493175.06200044,-195582364.30374277,59597994.47748083,3.997414480336777e+16
-345.0,63000.0,16046156.616017453,-41500434.66546904,-197655217.6846446,60794523.388621315,4.078987115538711e+16
-345.0,64000.0,16095971.003465801,-41507694.26893765,-199728071.06554642,61991052.29976182,4.161419105508756e+16
-345.0,65000.0,16145785.39091415,-41514953.87240625,-201800924.44644827,63187581.21090232,4.244710450246914e+16
-345.0,66000.0,16195599.7783625,-41522213.47587486,-203873777.82735008,64384110.122042805,4.328861149753182e+16
-345.0,67000.0,16245414.165810848,-41529473.07934347,-205946631.20825192,65580639.03318331,4.413871204027564e+16
-345.0,68000.0,16295228.553259198,-41536732.68281207,-208019484.58915374,66777167.94432379,4.499740613070056e+16
-345.0,69000.0,16345042.940707546,-41543992.28628068,-210092337.97005558,67973696.8554643,4.586469376880661e+16
-345.0,70000.0,16394857.328155894,-41551251.88974928,-212165191.35095742,69170225.76660478,4.674057495459377e+16
-345.0,71000.0,16444671.715604244,-41558511.493217885,-214238044.73185924,70366754.67774528,4.762504968806204e+16
-345.0,72000.0,16494486.103052594,-41565771.09668649,-216310898.11276108,71563283.58888577,4.851811796921144e+16
-345.0,73000.0,16544300.490500942,-41573030.700155094,-218383751.4936629,72759812.50002627,4.941977979804195e+16
-345.0,74000.0,16594114.87794929,-41580290.3036237,-220456604.87456474,73956341.41116677,5.033003517455358e+16
-345.0,75000.0,16643929.26539764,-41587549.9070923,-222529458.25546655,75152870.32230726,5.124888409874633e+16
-345.0,76000.0,16693743.652845988,-41594809.51056091,-224602311.6363684,76349399.23344776,5.217632657062019e+16
-345.0,77000.0,16743558.040294338,-41602069.11402951,-226675165.0172702,77545928.14458825,5.311236259017517e+16
-345.0,78000.0,16793372.427742686,-41609328.717498116,-228748018.39817205,78742457.05572875,5.405699215741127e+16
-345.0,79000.0,16843186.815191034,-41616588.32096672,-230820871.77907386,79938985.96686924,5.501021527232848e+16
-345.0,80000.0,16893001.202639386,-41623847.92443533,-232893725.1599757,81135514.87800974,5.5972031934926824e+16
-345.0,81000.0,16942815.590087734,-41631107.52790394,-234966578.54087752,82332043.78915022,5.6942442145206264e+16
-345.0,82000.0,16992629.977536082,-41638367.13137254,-237039431.92177936,83528572.70029072,5.792144590316684e+16
-345.0,83000.0,17042444.36498443,-41645626.734841146,-239112285.3026812,84725101.61143121,5.890904320880853e+16
-345.0,84000.0,17092258.75243278,-41652886.33830975,-241185138.68358302,85921630.52257171,5.990523406213133e+16
-345.0,85000.0,17142073.13988113,-41660145.941778354,-243257992.06448486,87118159.43371221,6.0910018463135256e+16
-345.0,86000.0,17191887.52732948,-41667405.54524696,-245330845.44538668,88314688.3448527,6.192339641182029e+16
-345.0,87000.0,17241701.914777827,-41674665.14871556,-247403698.82628852,89511217.2559932,6.294536790818645e+16
-345.0,88000.0,17291516.302226175,-41681924.75218417,-249476552.20719033,90707746.16713369,6.397593295223371e+16
-345.0,89000.0,17341330.689674526,-41689184.35565277,-251549405.58809218,91904275.07827419,6.5015091543962104e+16
-345.0,90000.0,17391145.077122875,-41696443.95912138,-253622258.968994,93100803.98941468,6.606284368337161e+16
-345.0,91000.0,17440959.464571223,-41703703.56258998,-255695112.34989583,94297332.90055518,6.711918937046224e+16
-345.0,92000.0,17490773.85201957,-41710963.166058585,-257767965.73079765,95493861.81169567,6.818412860523397e+16
-345.0,93000.0,17540588.23946792,-41718222.76952719,-259840819.1116995,96690390.72283617,6.925766138768683e+16
-345.0,94000.0,17590402.62691627,-41725482.372995794,-261913672.4926013,97886919.63397665,7.03397877178208e+16
-345.0,95000.0,17640217.01436462,-41732741.976464406,-263986525.87350315,99083448.54511715,7.1430507595635896e+16
-345.0,96000.0,17690031.401812967,-41740001.57993301,-266059379.254405,100279977.45625766,7.252982102113213e+16
-345.0,97000.0,17739845.78926132,-41747261.183401614,-268132232.6353068,101476506.36739814,7.363772799430944e+16
-345.0,98000.0,17789660.176709667,-41754520.78687022,-270205086.01620865,102673035.27853864,7.47542285151679e+16
-345.0,99000.0,17839474.564158015,-41761780.39033882,-272277939.39711046,103869564.18967913,7.587932258370746e+16
-345.0,100000.0,17889288.951606363,-41769039.99380743,-274350792.7780123,105066093.10081963,7.701301019992813e+16
-340.0,-100000.0,7648177.152363166,-39603114.76027875,140219982.61305892,-134242437.20548895,1.9589438645585452e+16
-340.0,-99000.0,7697991.539811515,-39610374.36374735,138147129.23215705,-133045908.29434845,1.927019547110439e+16
-340.0,-98000.0,7747805.927259864,-39617633.967215955,136074275.85125524,-131849379.38320795,1.8953815764897404e+16
-340.0,-97000.0,7797620.314708212,-39624893.57068456,134001422.47035341,-130652850.47206745,1.8640299526964492e+16
-340.0,-96000.0,7847434.702156561,-39632153.174153164,131928569.0894516,-129456321.56092697,1.8329646757305664e+16
-340.0,-95000.0,7897249.08960491,-39639412.77762177,129855715.70854975,-128259792.64978647,1.8021857455920904e+16
-340.0,-94000.0,7947063.4770532595,-39646672.38109038,127782862.32764791,-127063263.73864597,1.7716931622810218e+16
-340.0,-93000.0,7996877.864501609,-39653931.984558985,125710008.9467461,-125866734.82750547,1.7414869257973608e+16
-340.0,-92000.0,8046692.251949958,-39661191.58802759,123637155.56584425,-124670205.91636497,1.7115670361411072e+16
-340.0,-91000.0,8096506.639398307,-39668451.19149619,121564302.18494244,-123473677.0052245,1.681933493312262e+16
-340.0,-90000.0,8146321.026846656,-39675710.7949648,119491448.8040406,-122277148.094084,1.6525862973108236e+16
-340.0,-89000.0,8196135.414295005,-39682970.3984334,117418595.42313878,-121080619.1829435,1.6235254481367926e+16
-340.0,-88000.0,8245949.801743354,-39690230.00190201,115345742.04223694,-119884090.27180299,1.594750945790169e+16
-340.0,-87000.0,8295764.189191702,-39697489.60537061,113272888.66133513,-118687561.36066252,1.5662627902709538e+16
-340.0,-86000.0,8345578.576640051,-39704749.208839215,111200035.28043328,-117491032.44952202,1.5380609815791454e+16
-340.0,-85000.0,8395392.964088399,-39712008.81230782,109127181.89953147,-116294503.53838152,1.5101455197147446e+16
-340.0,-84000.0,8445207.351536749,-39719268.415776424,107054328.51862963,-115097974.62724102,1.482516404677751e+16
-340.0,-83000.0,8495021.738985099,-39726528.01924503,104981475.13772781,-113901445.71610051,1.4551736364681652e+16
-340.0,-82000.0,8544836.126433447,-39733787.62271363,102908621.75682597,-112704916.80496004,1.4281172150859876e+16
-340.0,-81000.0,8594650.513881795,-39741047.22618224,100835768.37592413,-111508387.89381954,1.4013471405312168e+16
-340.0,-80000.0,8644464.901330145,-39748306.82965084,98762914.99502231,-110311858.98267904,1.3748634128038534e+16
-340.0,-79000.0,8694279.288778493,-39755566.43311945,96690061.61412047,-109115330.07153854,1.3486660319038976e+16
-340.0,-78000.0,8744093.676226843,-39762826.03658806,94617208.23321865,-107918801.16039807,1.32275499783135e+16
-340.0,-77000.0,8793908.063675191,-39770085.64005666,92544354.85231681,-106722272.24925756,1.2971303105862094e+16
-340.0,-76000.0,8843722.451123541,-39777345.24352527,90471501.471415,-105525743.33811706,1.271791970168476e+16
-340.0,-75000.0,8893536.83857189,-39784604.84699387,88398648.09051315,-104329214.42697656,1.2467399765781502e+16
-340.0,-74000.0,8943351.22602024,-39791864.450462475,86325794.70961134,-103132685.51583609,1.2219743298152328e+16
-340.0,-73000.0,8993165.613468587,-39799124.05393108,84252941.3287095,-101936156.60469559,1.197495029879722e+16
-340.0,-72000.0,9042980.000916936,-39806383.657399684,82180087.94780768,-100739627.69355509,1.1733020767716186e+16
-340.0,-71000.0,9092794.388365285,-39813643.26086829,80107234.56690584,-99543098.78241459,1.1493954704909232e+16
-340.0,-70000.0,9142608.775813635,-39820902.86433689,78034381.18600403,-98346569.87127408,1.125775211037635e+16
-340.0,-69000.0,9192423.163261984,-39828162.4678055,75961527.80510218,-97150040.96013361,1.1024412984117548e+16
-340.0,-68000.0,9242237.550710332,-39835422.0712741,73888674.42420034,-95953512.04899311,1.0793937326132818e+16
-340.0,-67000.0,9292051.938158682,-39842681.674742706,71815821.04329853,-94756983.13785261,1.0566325136422162e+16
